data,ur_noite,t_noite,kg_sorvidos,litros
2024-05-27,70.9,22.78,0.8531111330524904,0.7848622424082913
2024-05-28,71.8,23.15,0.9579294995538761,0.8812951395895661
2024-05-29,65.6,23.619999999999997,0.7635902834625278,0.7025030607855256
2024-05-30,70.9,24.14,1.0988843120475886,1.0109735670837816
2024-05-31,74.7,23.240000000000002,1.1023595005437778,1.0141707405002756
2024-06-01,74.5,22.94,1.0375896756473804,0.95458250159559
2024-06-02,80.1,23.48,1.3897823712376476,1.2785997815386358
2024-06-03,76.7,23.53,1.2472337335596024,1.1474550348748342
2024-06-04,78.8,23.14,1.2637558943331029,1.1626554227864547
2024-06-05,84.1,22.869999999999997,1.4400887324747191,1.3248816338767417
2024-06-06,81.1,22.84,1.3042484606012388,1.1999085837531398
2024-06-07,79.6,22.490000000000002,1.1711792567528416,1.0774849162126143
2024-06-08,78.5,22.73,1.1706434589527335,1.0769919822365148
2024-06-09,75.9,22.660000000000004,1.045990473343587,0.9623112354761001
2024-06-10,74.2,22.96,1.028243446828541,0.9459839710822578
2024-06-11,72.8,22.71,0.9223725174666499,0.848582716069318
2024-06-12,76.2,22.57,1.0420540983225268,0.9586897704567248
2024-06-13,75.8,22.86,1.0790384251356993,0.9927153511248433
2024-06-14,77.0,22.64,1.0892521949421583,1.0021120193467856
2024-06-15,78.7,21.34,0.9193827240397765,0.8458321061165944
2024-06-16,76.3,21.81,0.9075158953776319,0.8349146237474214
2024-06-17,76.9,21.91,0.9500514818680393,0.8740473633185962
2024-06-18,77.9,22.58,1.116267196440299,1.0269658207250751
2024-06-19,76.1,22.28,0.9843612353001272,0.905612336476117
2024-06-20,76.3,22.52,1.037014841550532,0.9540536542264895
2024-06-21,68.0,23.02,0.7687198499578397,0.7072222619612125
2024-06-22,71.1,23.229999999999997,0.9414534502516827,0.8661371742315481
2024-06-23,66.6,23.53,0.7933933839185103,0.7299219132050295
2024-06-24,70.9,22.98,0.8882298408379378,0.8171714535709028
2024-06-25,78.5,22.5,1.1265103222723212,1.0363894964905356
2024-06-26,75.2,22.830000000000002,1.0475112444128278,0.9637103448598017
2024-06-27,70.1,22.85,0.8307835688843758,0.7643208833736257
2024-06-28,61.6,23.32,0.5358093325802327,0.4929445859738141
2024-06-29,60.8,22.98,0.44840451642351,0.4125321551096292
2024-06-30,58.9,22.740000000000002,0.3306899095285147,0.30423471676623354
2024-07-01,61.4,23.28,0.5207192694680522,0.4790617279106081
2024-07-02,68.5,22.7,0.7363086964546799,0.6774040007383055
2024-07-03,61.6,22.369999999999997,0.39111658120219156,0.35982725470601623
2024-07-04,67.9,22.759999999999998,0.7206109151449974,0.6629620419333977
2024-07-05,66.2,22.96,0.6802649789842031,0.6258437806654669
2024-07-06,76.4,23.18,1.1659573637187317,1.0726807746212332
2024-07-07,73.9,23.09,1.0391583065632581,0.9560256420381975
2024-07-08,72.7,22.09,0.8090722730780472,0.7443464912318034
2024-07-09,71.0,22.81,0.8626693983984282,0.793655846526554
2024-07-10,80.7,22.4,1.2001512322508157,1.1041391336707505
2024-07-11,75.2,22.46,0.9793974035921036,0.9010456113047354
2024-07-12,63.1,22.6,0.48944115528130855,0.4502858628588039
2024-07-13,72.5,21.8,0.7510858072047791,0.6909989426283968
2024-07-14,70.1,21.740000000000002,0.643561298398393,0.5920763945265216
2024-07-15,68.0,21.419999999999998,0.5078786634180116,0.4672483703445707
2024-07-16,75.8,21.740000000000002,0.8747176950133535,0.8047402794122852
2024-07-17,75.8,22.39,0.9919108329303454,0.9125579662959178
2024-07-18,71.6,21.27,0.6265543596860446,0.576430010911161
2024-07-19,72.6,21.619999999999997,0.724618065931247,0.6666486206567472
2024-07-20,70.9,21.32,0.6070414598915013,0.5584781431001812
2024-07-21,60.9,21.029999999999998,0.17105056838056035,0.15736652291011552
2024-07-22,63.6,21.73,0.3784738482377126,0.34819594037869556
2024-07-23,66.5,21.91,0.524137222145339,0.4822062443737119
2024-07-24,74.4,20.93,0.6797265643779676,0.6253484392277302
2024-07-25,78.9,21.46,0.9490925997481663,0.873165191768313
2024-07-26,73.9,21.869999999999997,0.8202217605830266,0.7546040197363846
2024-07-27,64.4,22.06,0.46102035955593745,0.42413873079146247
2024-07-28,59.1,22.03,0.23787161115349592,0.21884188226121626
2024-07-29,62.1,22.830000000000002,0.481917335668002,0.44336394881456187
2024-07-30,60.7,23.19,0.47594077490488285,0.43786551291249226
2024-07-31,66.4,23.07,0.7071748046158003,0.6506008202465363
2024-08-01,67.2,22.169999999999998,0.5943103066111833,0.5467654820822887
2024-08-02,67.9,22.229999999999997,0.6331652860860515,0.5825120631991674
2024-08-03,69.0,22.27,0.6856767105537689,0.6308225737094674
2024-08-04,64.2,21.830000000000002,0.4178467316102674,0.38441899308144606
2024-08-05,68.2,21.16,0.4752660104532379,0.4372447296169789
2024-08-06,72.1,21.380000000000003,0.6644673534330644,0.6113099651584193
2024-08-07,64.7,22.34,0.5167925668803446,0.47544916152991706
2024-08-08,64.2,22.979999999999997,0.5964645266224259,0.5487473644926318
2024-08-09,68.7,23.39,0.8632448542266821,0.7941852658885475
2024-08-10,55.4,24.9,0.4908762671933193,0.45160616581785373
2024-08-11,53.0,25.610000000000003,0.4790238370464893,0.4407019300827702
2024-08-12,58.9,25.669999999999998,0.7871881832064576,0.724213128549941
2024-08-13,54.5,25.97,0.6108362277764816,0.5619693295543631
2024-08-14,61.9,24.14,0.6802204137361982,0.6258027806373024
2024-08-15,59.8,23.43,0.4725825484198975,0.4347759445463057
2024-08-16,65.3,22.93,0.6362500761647614,0.5853500700715805
2024-08-17,76.8,21.8,0.9260716471140159,0.8519859153448947
2024-08-18,72.9,22.34,0.8610213946442697,0.7921396830727282
2024-08-19,66.3,22.66,0.6355244096887203,0.5846824569136226
2024-08-20,65.3,23.02,0.6508737165837081,0.5988038192570114
2024-08-21,58.1,23.19,0.36135240908833066,0.3324442163612642
2024-08-22,59.0,22.84,0.3495324655711592,0.32156986832546647
2024-08-23,65.6,23.130000000000003,0.6820120589595996,0.6274510942428316
2024-08-24,59.5,23.52,0.47283589461876807,0.43500902304926664
2024-08-25,56.4,23.880000000000003,0.3859765357925769,0.35509841292917077
2024-08-26,53.3,23.91,0.24804338115209965,0.22819991065993167
2024-08-27,59.9,23.759999999999998,0.5277623501496891,0.485541362137714
2024-08-28,59.9,22.95,0.4047429267129802,0.37236349257594176
2024-08-29,64.2,22.54,0.5269175680147431,0.4847641625735637
2024-08-30,69.9,21.97,0.6732919674559826,0.619428610059504
2024-08-31,66.3,22.869999999999997,0.6698110721505454,0.6162261863785018
2024-09-01,54.7,23.03,0.18958298118086017,0.17441634268639136
2024-09-02,54.0,22.47,0.08459760593032882,0.07782979745590252
2024-09-03,57.5,23.61,0.3962743401177605,0.3645723929083397
2024-09-04,49.5,24.21,0.11254025926914518,0.10353703852761358
2024-09-05,55.4,23.78,0.32576152024925864,0.29970059862931797
2024-09-06,48.6,24.52,0.1106445700342407,0.10179300443150145
2024-09-07,55.1,24.34,0.39307586731544425,0.3616297979302087
2024-09-08,57.7,24.09,0.47725145761102383,0.43907134100214196
2024-09-09,56.1,23.869999999999997,0.3707661587623206,0.341104866061335
2024-09-10,56.9,23.75,0.38971250089374654,0.35853550082224683
2024-09-11,53.8,23.46,0.20861523944944355,0.19192602029348807
2024-09-12,55.4,23.5,0.28587782142729695,0.2630075957131132
2024-09-13,61.0,23.47,0.5324133019779744,0.4898202378197365
2024-09-14,55.4,23.54,0.2915419553533704,0.2682185989251008
2024-09-15,55.3,24.8,0.47093592249196875,0.4332610486926113
2024-09-16,55.8,24.59,0.4633548882622606,0.4262864972012798
2024-09-17,47.4,25.18,0.13894815065059427,0.12783229859854672
2024-09-18,51.1,25.02,0.2988916082209241,0.27498027956325016
2024-09-19,59.9,23.94,0.5557715694211224,0.5113098438674326
2024-09-20,56.2,24.39,0.45231442490567336,0.4161292709132195
2024-09-21,51.8,24.65,0.28087016334704645,0.25840055027928277
2024-09-22,49.0,25.119999999999997,0.20973760438345498,0.1929585960327786
2024-09-23,49.2,25.580000000000002,0.28282194846870357,0.2601961925912073
2024-09-24,60.1,25.36,0.7955459229899359,0.731902249150741
2024-09-25,53.7,25.32,0.47063161479767296,0.4329810856138591
2024-09-26,54.4,24.830000000000002,0.4319230266738792,0.3973691845399689
2024-09-27,53.2,25.259999999999998,0.4368773803939093,0.40192718996239657
2024-09-28,51.5,26.610000000000003,0.5525423893515554,0.508338998203431
2024-09-29,61.8,25.9,0.9747974534103456,0.896813657137518
2024-09-30,55.8,24.98,0.5225297071445034,0.48072733057294315
2024-10-01,52.9,23.43,0.1642933879374831,0.15114991690248447
2024-10-02,51.4,24.77,0.27842922155711974,0.2561548838325502
2024-10-03,50.1,26.130000000000003,0.40713907970515906,0.3745679533287464
2024-10-04,49.9,26.79,0.4938379160324123,0.4543308827498193
2024-10-05,48.5,26.630000000000003,0.3951253056988585,0.36351528124294985
2024-10-06,48.6,26.610000000000003,0.3975867044552477,0.3657797680988279
2024-10-07,46.3,26.639999999999997,0.27881856826174617,0.2565130828008065
2024-10-08,47.1,26.71,0.33145762076772706,0.3049410111063089
2024-10-09,36.6,27.7,0.0,0.0
2024-10-10,34.7,28.889999999999997,0.0,0.0
2024-10-11,47.7,27.47,0.4738548250552886,0.4359464390508655
2024-10-12,46.1,26.95,0.31093070037169607,0.2860562443419604
2024-10-13,46.2,27.48,0.39122451327215085,0.3599265522103788
2024-10-14,58.0,26.72,0.9188529582598012,0.8453447215990171
2024-10-15,67.8,25.369999999999997,1.1811356679752294,1.0866448145372112
2024-10-16,68.0,25.55,1.2254976745779016,1.1274578606116694
2024-10-17,75.9,24.81,1.4676847833232898,1.3502700006574266
2024-10-18,86.7,23.68,1.7299608383543432,1.591563971285996
2024-10-19,78.1,25.07,1.6296059148343685,1.499237441647619
2024-10-20,70.7,25.5,1.35151714752114,1.243395775719449
2024-10-21,63.6,25.29,0.9575249254234749,0.880922931389597
2024-10-22,63.6,25.22,0.9451398470607764,0.8695286592959143
2024-10-23,57.0,24.9,0.5685696422004244,0.5230840708243905
2024-10-24,52.6,26.360000000000003,0.5725014462831284,0.5267013305804781
2024-10-25,53.9,26.97,0.7389031946319224,0.6797909390613687
2024-10-26,47.2,27.330000000000002,0.4254570893062482,0.3914205221617484
2024-10-27,44.7,27.78,0.34892665491548686,0.32101252252224793
2024-10-28,51.3,27.9,0.7445533879716337,0.6849891169339031
2024-10-29,48.3,26.99,0.4365596860855789,0.40163491119873257
2024-10-30,45.5,26.869999999999997,0.26729446360122283,0.24591090651312503
2024-10-31,46.7,26.97,0.3464217054514166,0.3187079690153033
2024-11-01,51.6,27.6,0.7132304816874987,0.6561720431524988
2024-11-02,51.9,27.51,0.7156525661751449,0.6584003608811334
2024-11-03,46.6,26.639999999999997,0.29487521239148407,0.2712851954001653
2024-11-04,51.6,26.47,0.5365050562794617,0.49358465177710475
2024-11-05,46.6,26.75,0.31015953999272894,0.28534677679331066
2024-11-06,50.8,27.04,0.5806794688658752,0.5342251113566052
2024-11-07,48.1,27.45,0.4932957695837099,0.4538321080170131
2024-11-08,48.2,27.839999999999996,0.5575426297116057,0.5129392193346773
2024-11-09,52.5,28.660000000000004,0.9417073118098064,0.8663707268650219
2024-11-10,59.1,27.48,1.1145407359675623,1.0253774770901574
2024-11-11,76.8,24.880000000000003,1.525827167555103,1.4037609941506948
2024-11-12,86.5,23.880000000000003,1.7656844202682904,1.6244296666468272
2024-11-13,83.7,24.73,1.826330496843778,1.6802240570962756
2024-11-14,62.3,25.93,1.00584540438488,0.9253777720340896
2024-11-15,62.8,24.96,0.8605263628368539,0.7916842538099056
2024-11-16,58.6,25.630000000000003,0.7653304770111184,0.704104038850229
2024-11-17,54.7,26.089999999999996,0.6401055093002789,0.5888970685562566
2024-11-18,54.5,26.18,0.6439614596055604,0.5924445428371156
2024-11-19,55.8,26.97,0.8424746987212223,0.7750767228235246
2024-11-20,53.7,27.85,0.8738065635096125,0.8039020384288436
2024-11-21,53.1,28.860000000000003,1.0125315519683802,0.9315290278109098
2024-11-22,49.8,29.26,0.8793737142543052,0.8090238171139609
2024-11-23,62.1,27.78,1.3408370095859878,1.2335700488191088
2024-11-24,68.3,26.410000000000004,1.4098457020801725,1.2970580459137586
2024-11-25,90.4,23.4,1.8328817479464508,1.6862512081107348
2024-11-26,84.8,23.880000000000003,1.6877607191517219,1.5527398616195842
2024-11-27,80.9,24.259999999999998,1.589721468439041,1.4625437509639179
2024-11-28,72.2,24.8,1.2869622828381242,1.1840053002110744
2024-11-29,63.5,25.35,0.9631939494315757,0.8861384334770497
2024-11-30,61.2,26.1,0.979279895003341,0.9009375034030738
2024-12-01,54.9,26.580000000000002,0.7293271403628308,0.6709809691338043
2024-12-02,48.8,27.060000000000002,0.47419313363688187,0.4362576829459313
2024-12-03,61.6,26.910000000000004,1.1474899848555502,1.0556907860671063
2024-12-04,55.8,27.169999999999998,0.8763527620639436,0.8062445410988281
2024-12-05,55.8,26.7,0.7972498341015696,0.733469847373444
2024-12-06,49.6,26.71,0.4657842907887156,0.42852154752561833
2024-12-07,51.7,26.76,0.5863412232633515,0.5394339254022834
2024-12-08,61.3,26.839999999999996,1.1182856508017127,1.0288227987375758
2024-12-09,52.9,27.360000000000003,0.747305833440194,0.6875213667649784
2024-12-10,51.5,26.49,0.5342428856919684,0.49150345483661095
2024-12-11,47.2,27.26,0.41531907223017384,0.38209354645175997
2024-12-12,43.9,29.119999999999997,0.4940106350864209,0.45448978427950726
2024-12-13,55.4,28.389999999999997,1.0665552270017533,0.9812308088416131
2024-12-14,55.2,26.860000000000003,0.7914713225629106,0.7281536167578778
2024-12-15,55.1,27.919999999999998,0.9660950695325428,0.8888074639699394
2024-12-16,54.2,28.52,1.0186580524661615,0.9371654082688686
2024-12-17,57.3,28.189999999999998,1.1416956911260427,1.0503600358359593
2024-12-18,55.8,28.2,1.0560230976910854,0.9715412498757986
2024-12-19,59.8,27.99,1.2493513733260835,1.1494032634599969
2024-12-20,57.8,27.589999999999996,1.0613814715695076,0.976470953843947
2024-12-21,53.8,27.28,0.7842142262239178,0.7214770881260044
2024-12-22,51.5,28.32,0.8250194859825424,0.759017927103939
2024-12-23,51.2,28.85,0.8959173778204841,0.8242439875948454
2024-12-24,43.8,28.8,0.4413433708276278,0.4060359011614176
2024-12-25,48.8,27.98,0.6134447237113442,0.5643691458144366
2024-12-26,46.4,27.339999999999996,0.3823968682175673,0.3518051187601619
2024-12-27,44.6,27.48,0.3015108732479137,0.2773900033880806
2024-12-28,45.8,27.77,0.4101958588596523,0.37738019015088015
2024-12-29,54.9,27.689999999999998,0.914909763723026,0.841716982625184
2024-12-30,49.6,28.57,0.7536249947843422,0.6933349952015948
2024-12-31,47.5,28.669999999999998,0.6441230915095432,0.5925932441887798
2025-01-01,47.9,28.380000000000003,0.622884907947654,0.5730541153118418
2025-01-02,43.7,28.77,0.43099786756057074,0.3965180381557251
2025-01-03,43.3,29.03,0.44419282305148716,0.4086573972073682
2025-01-04,44.1,29.3,0.5329452731486503,0.49030965129675824
2025-01-05,46.7,29.32,0.6971796274912574,0.6414052572919569
2025-01-06,59.0,27.93,1.1920053164441875,1.0966448911286526
2025-01-07,73.0,26.05,1.5815708677546236,1.4550451983342538
2025-01-08,73.0,25.95,1.56051870663922,1.4356772101080826
2025-01-09,80.2,25.11,1.7414119460553112,1.6020989903708864
2025-01-10,84.9,24.65,1.865661744257163,1.71640880471659
2025-01-11,94.2,23.84,1.991826457123072,1.739123670238628
2025-01-12,95.4,23.419999999999998,1.991826457123072,1.739123670238628
2025-01-13,94.3,22.94,1.89785224018277,1.739123670238628
2025-01-14,92.5,22.990000000000002,1.8311491737342034,1.6846572398354671
2025-01-15,94.9,22.91,1.9168541422923073,1.739123670238628
2025-01-16,93.7,23.029999999999998,1.8927777365873257,1.7391236702386281
2025-01-17,84.8,22.990000000000002,1.4956451053618074,1.3759934969328629
2025-01-18,77.4,23.25,1.2236467880011783,1.125755044961084
2025-01-19,85.0,22.919999999999998,1.4895688352980003,1.3704033284741604
2025-01-20,88.0,23.72,1.7979535432119707,1.6541172597550131
2025-01-21,90.2,24.11,1.9895609041542512,1.7391236702386281
2025-01-22,80.2,24.509999999999998,1.6104035097591074,1.481571228978379
2025-01-23,77.2,24.880000000000003,1.5452286467737626,1.4216103550318617
2025-01-24,69.8,24.580000000000002,1.1295141015089243,1.0391529733882103
2025-01-25,71.4,25.21,1.3287909649381244,1.2224876877430746
2025-01-26,71.5,25.619999999999997,1.41591941301143,1.3026458599705157
2025-01-27,77.1,25.369999999999997,1.6448178264818256,1.5132324003632796
2025-01-28,78.4,25.14,1.6594699550419827,1.5267123586386242
2025-01-29,80.4,24.66,1.6523790997812267,1.5201887717987286
2025-01-30,91.2,23.43,1.8755216265572638,1.7254798964326827
2025-01-31,82.3,24.6,1.7300741270731108,1.591668196907262
2025-02-01,72.9,24.9,1.3406475563335325,1.23339575182685
2025-02-02,71.3,24.96,1.2746689941226608,1.172695474592848
2025-02-03,76.7,24.58,1.4585759856516556,1.3418899067995231
2025-02-04,70.6,24.81,1.2116269359388334,1.1146967810637267
2025-02-05,69.9,24.4,1.1005588017399615,1.0125140976007645
2025-02-06,78.3,24.080000000000002,1.4307583435533562,1.3162976760690877
2025-02-07,75.0,24.630000000000003,1.3876106037403262,1.2766017554411002
2025-02-08,71.6,25.05,1.3069963592359288,1.2024366504970545
2025-02-09,68.1,25.25,1.1732986860900192,1.0794347912028177
2025-02-10,80.1,24.15,1.5289629439485042,1.406645908432624
2025-02-11,79.1,23.759999999999998,1.4018653300743265,1.2897161036683804
2025-02-12,66.8,25.29,1.1163567124851688,1.0270481754863554
2025-02-13,58.9,26.0,0.8427982199006786,0.7753743623086243
2025-02-14,58.6,26.5,0.9128249281767715,0.8397989339226298
2025-02-15,56.2,26.71,0.8204066996441253,0.7547741636725953
